UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
38502,83454,New York State,08-04-2020,"The following link is information on how consumers can report fraudulent products. This is imperative with the uprising of fake COVID-19 medical products. https://t.co/B2CCWBuAmQ

New Yorkers can contact the Consumer Complaint Coordinator at 866-446-9055  (toll-free).",Extremely Negative
38503,83455,New Zealand,08-04-2020,"Covid 19 coronavirus: how five listed NZ retirement stocks' share prices dived, what could happen next #HeraldPremium https://t.co/lbR6agcgrA",Positive
38504,83456,,08-04-2020,The irony of COVID-19 is that gas prices are so low and you canÂt go anywhere.,Negative
38505,83457,"C.Patla-KMM/WGL/HYD, TS-India.",08-04-2020,"Appeal for Govts, Kindly avoid shortage, adulteration &amp; control prices of consumer goods  Milk, Rice, Dal, Atta, Rava, Oil.. during lockdown due to Covid-19. Some traders selling items with loose &amp; hike prices, It's burden of people needs &amp; denatured are harmful to health. Thanks",Negative
38507,83459,Florida,08-04-2020,"@Feisty_FL Yeah, but @Publix has some small print for you. Better get Lawyer &amp; Lawyer on the phone. #toiletpaper #Coronavirus",Extremely Positive
38508,83460,"Chicago, IL & Denver, CO",08-04-2020,COVID-19 Update: #FCA Proposals on Temporary Financial Relief for Consumer Credit Customers Affected by COVID-19 https://t.co/p6huDjCNnf #UK,Extremely Positive
38509,83461,"Washington, D.C.",08-04-2020,"NAT'L POLL via @CSPI: 9 out of 10 consumers agree #paidsickdays for grocery store workers are important for protecting shoppers, workers' health and livelihood and slowing the spread of COVID-19. Time for Congress to close the #FFCRA #paidleave gap! https://t.co/bY7cH4ic2w",Extremely Positive
38510,83462,"Johannesburg, South Africa",08-04-2020,"Just a reminder of what you need to do if you have to go out to the supermarket. LetÂs stop this virus in its tracks!

#21dayslockdown #coronavirus #corona #covid19sa #StayHomeStaySafe https://t.co/HD9ZD64sw3",Negative
38512,83464,USA,08-04-2020,"@jaketapper My brother, a cardiologist in Boston had a 25% pay cut. 
But his hours are longer &amp; the risks to his life higher than ever. 

My 28 year old son is a grocery store worker. ?
IÂm terrified. 
Should he quit? 
#COVID2019 
#Heal",Extremely Negative
38513,83465,,08-04-2020,"Media Busted Again: Posted Fake Story About ICU Nurse Treating Coronavirus Patients, She HasnÂt Worked In A Year!
READ MORE: https://t.co/TwYwZVvdKN",Negative
38514,83466,,08-04-2020,#worst #coronavirus Trapped pensioner forced to eat from bin after food delivery stolen from doorstep https://t.co/xuItUPooqO,Extremely Negative
38515,83467,Where Ever The ? At ??,08-04-2020,COVID 19 got gas prices sick af  ,Negative
38516,83468,Global,08-04-2020,Amidst #COVID19 consumer #buyingbehaviors are steering away from cost-saving toward quality and hygiene assurance. Here's what brands and retailers need to know to stay in step with these trends. https://t.co/FDeFntH1TZ #PanicBuying #PandemicPantry https://t.co/B15iO7EEIA,Positive
38518,83470,,08-04-2020,A1:Our research shows immigrants make up 16.5% of all healthcare workers and represent an outsize share of the workforce in support industries like Grocery &amp; Supermarket workers(16.7% immigrant) and Food Delivery workers(18.2% immigrant). #ImmigrantsThrive https://t.co/cUxMeWSm6O https://t.co/1cdLQSvuTn,Extremely Positive
38519,83471,New Jersey,08-04-2020,"Steve Ravitz, the president of a grocery store chain in New Jersey, has passed away due to the novel #coronavirus (#COVID19), according to a Facebook post by a family member.

https://t.co/mFivJSCbN8",Positive
38521,83473,"NYC, London, Paris, Hong Kong",08-04-2020,"""During this time of crisis, weÂve come to see that thereÂs a very specific kind of alcohol that pretty much everybody needs,"" says Sam Calagione, founder of @dogfishbeer. So they started making hand sanitizer. https://t.co/RmeikoBPBr",Positive
38522,83474,"Wellington, New Zealand",08-04-2020,"Here's some info about how your bank can help you get through #Covid-19
https://t.co/PwgJdzk5ZF",Positive
38523,83475,On Your Timeline,08-04-2020,Grocery store workers put at risk of catching #coronavirus as 'shameful' shoppers leave dirty masks and gloves https://t.co/aLamzyLzzb (via@DailyMail),Extremely Negative
38525,83477,,08-04-2020,"Prices plummet, factories halt operation, auto market hit hard by Covid-19 https://t.co/MEdLVeBB6b https://t.co/TDl51VI1eA",Negative
38527,83479,,08-04-2020,When Kid Cudi said ÂHaters shake my hand but I keep that sanitizer on deckÂ I felt that #Coronavirus,Negative
38528,83480,,08-04-2020,"Man COVID-19. Today I wasn't allowed to bring my wife in the grocery store because ""no more couples."" Geeze",Negative
38529,83481,,08-04-2020,"The very first time my (black) husband and I went to the grocery store wearing masks, the first person we saw made a comment about him looking like he was going to rob the store.  #COVID2019 #racism",Negative
38530,83482,"Chicago, IL",08-04-2020,"Since the mandated #covid19 closures across the US, #NielsenCGA have been monitoring the $ impact + #consumer behavior and perceptions since the outbreak. Here's the latest velocity analysis, w/e April 4. Download the latest free report and #insight here: https://t.co/gD9OlAGMsm https://t.co/SQC9lnSD4T",Positive
38531,83483,,08-04-2020,The best part of #socialdistancing is I don't have mfs breathing down my neck in line at the grocery store anymore.,Extremely Positive
38533,83485,"Georgia, USA",08-04-2020,We must protect the workers who are keeping us safe and fed in the crisis The full power of the federal government must be leveraged to get the PPE workers need businesses must step up to protect their employees This mother s heartbreak shows why,Negative
38534,83486,,08-04-2020,"The ""new"" normal we are living under has caused an unprecedented increase in CPG sales both in-store and online.  It remains to be seen how many shoppers will continue to shop for CPG products online after initial experiences.  #insights #mrx https://t.co/VLJa9s7Poe",Positive
38535,83487,"Solihull, England",08-04-2020,North Solihull social supermarket providing lifeline during Covid 19 needs your support,Positive
38536,83488,"Sabah, Malaysia",08-04-2020,"Stay at home
It's been 20 days right? ...
Everything we do with online.
But today I plan to go to SERVEY supermarket or MU superstore in mile 8.

Is anyone there safe from transmission of Covid-19?
Please don't be rude.

If you have Covid-19 symptoms don't close the others ok!!",Extremely Positive
38537,83489,"Whangarei, New Zealand",08-04-2020,"Covid 19 coronavirus: Hundreds request virus checks after Kaikohe supermarket worker tests positive, via @nzherald https://t.co/0mkbEUnqXR",Positive
38538,83490,"Tacoma, Wa",08-04-2020,A story about a local winery and distillery thatÂs trading wine and spirits for sanitation and safety during the #coronavirus pandemic. https://t.co/ZnrLekrEXU,Positive
38540,83492,"Hidden Woodlands Village, TX",08-04-2020,"In addition toÂ the long list of companies that have temporarily shuttered storesÂ due to COVID-19, some grocery stores that have traditionally kept their doors open on the holiday will be closed to give employees a day off.
 https://t.co/s4KySh2T7H",Positive
38541,83493,Shelby NC,08-04-2020,Socially distancing from COVID-19 robocall scams https://t.co/14MGNv6omg,Negative
38542,83494,"Ossining, NY",08-04-2020,Some great advice here from the ADAA about coping with our situation Lax,Extremely Positive
38545,83497,California,08-04-2020,"Is this what Earth has come to?
Fighting tooth and nail for a couple of buttwhipes?
#coronavirus #COVID19 #toiletpaper https://t.co/56ajBGpOIP",Negative
38546,83498,"Bismarck, ND (North Dakota)",08-04-2020,"As consumer behavior, supply and demand, and policies continue to evolve, we want to help you navigate these new waters. https://t.co/6zofmjlodq",Positive
38548,83500,"Oklahoma City, OK",08-04-2020,"Check under ??Consumer Protection Resources?? for #COVID-19 related resources. https://t.co/rXDo8PUptD
The Consumer Protection Resources include:
?Avoiding Scams Related to COVID-19 from @AGMikeHunter 
?A link for information from @oktaxcommission",Extremely Negative
38549,83501,Planet Earth mainly. ,08-04-2020,"Explanation of supermarket flour shortages via @nabim_flour. 4% flour milled for retail Â bags&lt;1.5Kg. Average household buys&lt;4 bags/year. Issue is bagging capacity Âonly enough for 15% UK households to buy a bag per week.
https://t.co/TKHLbqthgz #retail #supplychain #coronavirus https://t.co/36dVeRaDyX",Negative
38551,83503,TOWIE Land; Essex,08-04-2020,"With everything going on, I guess we'll never know if they catch these pricks.

 #covid19uk #covidiots #coronavirusuk #coronavirus #covid19 

Sky News: Coronavirus: Police hunt pair who 'licked hands and wiped them on supermarket food' https://t.co/QqrfQIKATm",Negative
38553,83505,"Port Harcourt, Nigeria",08-04-2020,COVID 19 VIRUS AND SICKLE CELL DISEASE Eat Healthy stock up food and fruits,Positive
38554,83506,,08-04-2020,"Why are Hand Sanitizers so Important at the Time of Coronavirus (COVID-19)?

The quick spread of the coronavirus has skyrocketed the prices of hand sanitizers. #coronavirus #Covid19Out #healthy 

Read more at https://t.co/bjXlSi6vYF",Extremely Positive
38556,83508,"Florida, USA",08-04-2020,"#FloridaWomen confronted for wearing scrubs in grocery store, accused of 'spreading #coronavirus ? https://t.co/P7xKPttv4T https://t.co/WHTiCCvYo9",Negative
38557,83509,"Ontario, Canada",08-04-2020,"Our members are stepping up, joining the fight &amp; diverting resources to support #COVID19 efforts.

Thank you @InsuranceBureau for helping Canadians cope with the financial impacts during this unprecedented time. 

Learn more: https://t.co/0ehfYhi1dv #DifferenceMakers https://t.co/zRqGb2orir",Positive
38560,83512,"Houston, Texas",08-04-2020,"Steve Hendrickson discusses why the outlook for natural gas prices could be showing signs of improvement. https://t.co/Hq23xAlxJo
#naturalgas #natgas #upstream #oilandgas #covid19 #coronavirus https://t.co/vy6Hr3ui76",Extremely Positive
38561,83513,Manchester,08-04-2020,"Consumer data to the rescue? High-tech rings are helping researchers to gather data from thousands of Americans to create an ""early warning system"" that can identify people in the early stages of #COVID19 via @Forbes https://t.co/vpKOi6Y5kz #techforgood #smartTech  #WearableTech https://t.co/nAaXR8e3Pl",Extremely Positive
38562,83514,,08-04-2020,"Cuomo's ""error"" in sending COVID-19 positive patients to the hospital ship was like coughing on the vegetables at the supermarket. After polluting the ship there was no reason to deny his demand to use it for that purpose. @realDonaldTrump @TuckerCarlson @seanhannity",Negative
38563,83515,"South Phoenix, Arizona",08-04-2020,5th store I've been in and I can't remember if I'm searching for #toiletpaper or Tupac at this point. Stop #panicshopping. #coronavirus,Negative
38564,83516,"Texas Medical Center, Houston",08-04-2020,It s important to be diligent when leaving your home for essential errands like going to the grocery store Follow the advice of our infectious disease experts to reduce your risk of contracting COVID 19,Positive
38565,83517,,08-04-2020,"""Even once you fix the supply side by allowing people to go back to work, factories to run, then you will still have this huge question about the demand side...taking trips, buying new houses, even buying a car,"" says Bill Gates. (From @NewsHour)
 https://t.co/GjlVHL4yW2",Positive
38566,83518,Bukit Minyak,08-04-2020,"Penchem Hand Sanitizer
HS 100 Liquid Hand Sanitizer
HS 101 Gel Hand Sanitizer

For more details, please visit our website at
https://t.co/iwyZmylQel

#Penchem
#HandSanitizer
#Covid19
#CoronaVirus
#Virus https://t.co/wfFK5ufaoW",Extremely Positive
38567,83519,"Panama City Beach, FL",08-04-2020,"Every time I try to make hand sanitizer, it comes out like a MARGARITA!
#COVID19 #coronavirus #handsanitizer #SocialDistancing https://t.co/3Ay1cJCHE5",Extremely Positive
38570,83522,"Atlanta, GA",08-04-2020,"If a retailer didn't have this in place before COVID-19, they should look at implementing it &amp; use Uber &amp; Lyft drivers for some pick-ups &amp; deliveries-During the coronavirus crisis, the curbside replaces the store for some retailers | Digital Commerce 360 https://t.co/MvydsYyFWu https://t.co/GNPWpXKcaZ",Extremely Negative
38571,83523,"Pennsylvania, USA",08-04-2020,COVID-19 Pandemic Breeds Multiple Scams https://t.co/5D0yGJR3rr https://t.co/WddzwmEnWK,Negative
38572,83524,Nationwide,08-04-2020,"With non-essential storefronts being closed for business, nowÂs the perfect time to set up an online shop. Contact our team at support@posnation.com for your ecommerce needs!

#business #ecommerce #shop #socialdistancing #COVID #smallbusiness #online #shopping #retail https://t.co/zuMobMGA1P",Positive
38574,83526,"Lagos, Nigeria",08-04-2020,In a statement released by the the Managing Director of the fund said that s economy faces 2 serious threats in and the sharp drop of prices 19,Extremely Negative
38575,83527,"Harrisburg, PA",08-04-2020,"Our plan to combat the impacts of #COVID19 includes legislation from @SenTartaglione would create the COVID-19 Grocery Store Worker Safety Act.

Learn more ??
https://t.co/BfWTIqZkt7 https://t.co/zGBcWB6j7Y",Positive
38576,83528,"Los Angeles, CA",08-04-2020,Many of our older adult neighbors may be experiencing loneliness anxiety or other mental health needs through this crisis Below are Older Adult Hotlines Additional resources for free meals priority testing special grocery store hours can be found at,Negative
38577,83529,,08-04-2020,"We should praise healthcare workers and grocery store workers, but why are some others never mentioned? HVAC workers are still keeping A.C. and heat on for us and often must enter homes with NO PPE provided. #prayforthem, #coronavirus, #EssentialWorker #STLCatholic",Negative
38578,83530,NSW,08-04-2020,'Ugly' fruit and vegetables hit top shelf to meet demand during COVID-19- Supermarkets are solely to blame!! They wanted Âpicture perfectÂ fruit &amp; vegetables for displays &amp; photos! All consumer want is great taste!! https://t.co/LRmnDBRy6u,Positive
38581,83533,Santa Monica & New York City,08-04-2020,"Some Consumer Electronic brands are taking the lead in social responsibility, like @IBM whose highest spending ad is currently ""Free digital learning events &amp; resources"" for those affected by COVID-19.
#PathmaticsExplorer https://t.co/QzuS7brD19",Extremely Positive
38582,83534,"Florida, USA ",08-04-2020,"The Dealz N-KY notice was issued to an out-of-state seller who sold to a Michigan consumer at a grossly excessive price. That consumer filed a complaint with the Attorney GeneralÂs office, and supplied documentation evidencing her allegations. The other three notices were issued https://t.co/ARN5wZW62M",Negative
38583,83535,"Kidlington, England",08-04-2020,"@RealMattLucas I am awake and racked with guilt. I ate a baked potato tonight. In my defence it was only to avoid going to the grocery store .. I mean shops 
#StayHomeSaveLives #ThankYouBakedPotato #FeedNHS https://t.co/9ugxq3XTnc",Negative
38584,83536,"Washington, DC",08-04-2020,"Did They Help? Brilliant site ranks companies on impact of  policies &amp; actions on society &amp; employees during #coronavirus pandemic. If you're in a position to do any online shopping, start here! #CSR ?: https://t.co/jQGxqKuogh",Extremely Positive
38586,83538,"Washington, DC",08-04-2020,@AFP Due to #coronavirus the supply lines between the U.S. and China have been severely damaged and prices will likely go up as a result.,Extremely Negative
38587,83539,"Houston, TX",08-04-2020,Some of y'all use hand sanitizer instead of soap to wash your hands and it shows. #coronavirus,Positive
38588,83540,,08-04-2020,"As an industry, #affiliate is well-positioned to adapt and meet consumer needs. Take hold of that flexibility during this critical time. Adjust your #marketing strategies by following these best practices for both #advertisers and publishers &gt;&gt;
https://t.co/yeVK7etCf9",Extremely Positive
38589,83541,New Zealand,08-04-2020,Duncan Garner interviews CEO Geoff Walmsley about how our weekly consumer snapshot research can help businesses track and understands consumersÂ reactions to the Covid-19 crisis. https://t.co/RkVAv9sHgk,Negative
38590,83542,,08-04-2020,#Brooklyn #ny #nyc local grocery store April 7 2020 Time 2330 #SocialDistancing #6feetapart @HighImpactFlix things are not looking good https://t.co/WUadXz5GPK,Negative
38591,83543,"Dubai, UAE",08-04-2020,"Malls will keep closed until April 18th, but our deliveries are always online - cannot let these lovely small animals stay hungry right? Best prices ?  #StayHome #CoronaVirus #DogFood #CatFood #BirdFood #FishFood #HappyCat #HappyDog #Orijen #Acana #TasteOfTheWild #Ziwipeak #Sera https://t.co/aQmAZ4ajdA",Positive
38592,83544,New Amsterdam,08-04-2020,"@NYCMayor 

Why are people grocery shopping, supermarket FOOD shopping &amp; restaurant food pickups without a face covering?

Why are u continuing to allow the virus to spread?

Why cant you require ppls mouth &amp; nose to be covered?

#",Positive
38593,83545,Ventura Co. CA. USA,08-04-2020,"@abc7kimi Unfortunately the prices for all forms of masks have gone up considerably. ?
Greed is alive and well...
#Covid_19",Negative
38594,83546,,08-04-2020,The multibillion pound supermarket industry is letting people down. They are putting profit before people &amp; see the #coronavirus outbreak as a way to make huge profits from a disaster.While they pretend through their PR they are now a caring emergency service,Positive
38595,83547,,08-04-2020,How did ChinaÂs consumer companies weather their #COVID19 shutdowns? This digital roundtable offers useful insights for the rest of the world: https://t.co/HLB6XDS4Id via @McKinsey,Positive
38596,83548,,08-04-2020,Chad Butters is an who turned his distillery into a hand sanitizer production line following the outbreak and giving it away for free READ   LISTEN  ,Extremely Positive
38597,83549,,08-04-2020,"Market fallacy #1: equity markets only care about earnings, not the economy (Mike Wilson, etc). If consumer spending is unhealthy, underlying economy will be unhealthy and dent earnings. Corporate earnings donÂt exist in a vacuum. #coronavirus #bearish #dow @MorganStanley",Negative
38598,83550,"Budapest, Hungary",08-04-2020,The run for food due to Covid-19 was visible in the inflation as food prices increased. Price change in durables also pushed CPI higher due to the weaker HUF. But the drop in fuel prices was HUGE #Hungary #COVID19 https://t.co/JYUd8f4nG3,Positive
38599,83551,"Bay area, California ",08-04-2020,"Took a walk to the grocery store, i was able to breathe for the first time in a while. Also look at these cuties ??? #kendallkay #camdendavid #appreciation #socialdistancing https://t.co/q9JiJFBqxc",Positive
38600,83552,,08-04-2020,Are you an interacting with the public during the pandemic Do you feel adequately protected while on the job Join us at noon for a conversation with grocery store worker and the president of,Extremely Positive
38602,83554,"Fort Lauderdale, FL",08-04-2020,".@therealToojays offers T.P. and paper towels  during #COVID19 with ""Groceries 'Too' Go. Thank you @RodHagwood for including us on your latest roundup! 

Via @SunSentinel 

#coronavirus #toiletpaper #restaurants https://t.co/L9ge4Wfr7s",Positive
38603,83555,London,08-04-2020,".@SPGlobalPlatts latest on #IndiaLockdown's impact on #commodities:

??Cairn battles twin blows https://t.co/UWGtQtWRkx
??Indian petrochemical plants shut https://t.co/V3lzGvSKZT
??Corn prices drop https://t.co/BjgDcFSBZR
??Methanol demand sinking https://t.co/44hE6SI3Rk",Extremely Negative
38604,83556,Twitterland ,08-04-2020,"Today: ??

- China lifts Wuhan lockdown; ??

- Oil prices stay volatile ahead of the OPEC+ meeting; ??

- Euro zone fails to agree on crisis response funding; ??

- Trump eyes partial restart of economy within weeks; ??

#coronavirus  #COVID?19",Extremely Negative
38605,83557,Nation Wide,08-04-2020,#coronavirus #CoronavirusPandemic #COVID19 FEMA/DHS Food Shortages Timeline Leaked / China Panic Buying Food / Have... https://t.co/Q4THr6CIgU,Extremely Negative
38607,83559,India,08-04-2020,#Day15 #Lockdown #SocialDistancing is the new normal. Stop being a consumer. Start acting as per minimum need. https://t.co/aX9wpgvYhH,Negative
38608,83560,,08-04-2020,"Diamond Prices Slides in March as COVID-19 Spreads: Rapaport Group Tuesday, April 7, 2020 7Â https://t.co/R1pzpOBBOB",Positive
38610,83562,"El Segundo, CA",08-04-2020,"WeÂve got a dedicated page with all of our #covid-19 content &amp; insights, including our weekly consumer tracker! https://t.co/ewApf5uciS https://t.co/Mpnfwllo4G",Positive
38611,83563,"Chicago, IL and New York NY",08-04-2020,"Rest in peace Steve Ravitz Â who ran @RavitzMarkets, which operates five @ShopRiteStores Â for 40 years before retiring in 2019. #coronavirus #covid19 #RIP #grocery #supermarket https://t.co/dCwP7erRsY",Positive
38612,83564,5206 N. Pearl Street,08-04-2020,"Thank you to all of our healthcare workers, grocery store workers, truck drivers and every front line worker.
We don't believe anyone signed up for a pandemic.
#nurse #doctor #healthcare #frontline #truckdrivers #pandemic #COVID #covid_19 #essentials #togetherwecan #washyourhands https://t.co/TfCMax72DS",Positive
38614,83566,United States,08-04-2020,"These workers don't make near enough money to take such a risk.
https://t.co/Bsg5HuI4Hs",Negative
38615,83567,"Chicago, Illinois",08-04-2020,"Necessity is the mother of invention. Here's how one distillery got creative, pivoted and began making hand sanitizer during the #coronavirus outbreak. 
https://t.co/LhvNwone3k",Extremely Positive
38616,83568,"York, North Yorkshire",08-04-2020,"Absolutely wonderful to see former QM girl Ayesha showing true community spirit to those who need it most during the Coronavirus lockdown &gt;&gt;&gt;

https://t.co/rkL5PvmgAR

#OldMargaretian #QMFamily #QuiteMarvellous #Friendship",Extremely Positive
38617,83569,"Quietly plotting on Bundjalung Land, Gold Coast, Qld, Australia",08-04-2020,"@Corinacakes @SSGRet110706 here in Australia ppl volunteering to collect groceries (for desperate isolating ppl) big chain delivering to local pickup points. Ppl can volunteer to help, do contactless delivery, or ask for it :) nice idea. USA can copy? htt",Positive
38618,83570,Somewhere under the rainbow ,08-04-2020,"Turning sleep apnea machines into ventilators Â With simple modifications, consumer devices used to treat sleep apnea could be converted into life-saving ventilators for patients with COVID-19 | Berkeley Engineering https://t.co/NaUHQVX7lC",Positive
38621,83573,"chennai,india",08-04-2020,Sir No products are avail in ration Employes of ration are blaming govt for not giving stock It feels so bad In covid 19 people are suffering from food and essential I request you to take proper action against issue Kindly help the needed one,Extremely Negative
38622,83574,"Burgundy Estate, Cape Town",08-04-2020,"FNB announced relief for customers whose incomes have been affected by COVID-19. No instalment payments on personal-, home- &amp; car loans for Apr, May &amp; Jun, with amounts to be paid off over time with 'preferential' interest rate &amp; no added fees. https://t.co/s3jzGlK85m https://t.co/ty1kpVQhBH",Positive
38623,83575,"Wellington, New Zealand",08-04-2020,"#LIVE It's an odd time for the shopping public, with much closed and new rules popping out most days.

It means there is a bit of confusion about consumer rights. We've got Consumer NZ along to help answer your questions.

Join the Q+A:
https://t.co/jh74XZxVSD",Positive
38625,83577,"Kansas City, MO",08-04-2020,"Ya know, they're putting those arrows on the floors of every grocery store for a reason you should PROBABLY FOLLOW THEM.
-A very annoyed grocery store employee
#Covid_19
#yallaregettingonmynerves 
#EssentialWorkers",Negative
38628,83580,London. Doha. Washington D.C.,08-04-2020,"The risk that Iraq might fall apart. @TheEconomist on the factors and challenges that might result in Iraq's collapse.

 https://t.co/uGR3d3qHKU",Extremely Negative
38629,83581,"Amman, Hashemite Kingdom of Jordan",08-04-2020,Grateful I could walk everyday to the supermarket! ? #ShareYourJordan #Corona #coronavirus #StayHome #????_?????? https://t.co/Uqnw7PXVWW,Positive
38630,83582,,08-04-2020,#SocialDistancing Day24: Had to buy some new shoes just to feel somewhat normal life....well and because shopping online suffices boredom probs! https://t.co/ee48QoqmIb,Negative
38631,83583,,08-04-2020,The recently published a Declaratory Ruling that confirms the pandemic is an  emergency  that qualifies for the Telephone Consumer Protection Act s emergency purposes exception to its stringent consent requirements,Negative
38632,83584,"Kingston, Jamaica",08-04-2020,@GovLarryHogan you better fuckin not https://t.co/7qBtBzRoTJ,Positive
38633,83585,Oklahoma,08-04-2020,"Retired owner of ShopRite grocery stores in NJ, has died from Covid 19.  https://t.co/oMg3ld3dwg",Negative
38634,83586,"San Francisco, CA",08-04-2020,"#covid19 When the history books are written about the great #coronavirus #pandemic2020, I am sure there will be much speculation about our fascination in the #US with #toiletpaper.

And yes, there is not a shortage of #TP, but in tÂhttps://t.co/MTfbgLRiL1 https://t.co/QV4OsSWwzq",Extremely Positive
38637,83589,Eu,08-04-2020,"#Suncontract is offering special prices for new custumers during #COVID?19 situation. Nice effort. ???? #blockchain #Bitcoin
#eth #energy
#electricity https://t.co/CI2gKwEYNq",Extremely Positive
38638,83590,"Terrell, TX",08-04-2020,"Here is a good idea!! When going to bank, ATM, grocery store.  Carry Q-tips to use on the key pads so that its hands free. ??
Pass It On Guys!!!!
#StayHomeSaveLives #StaySafe https://t.co/bZuVi23y92",Extremely Positive
38639,83591,"Delaware County, PA",08-04-2020,"Grocery store workers continue to keep supply chains open, even when going to work every day might mean contracting COVID-19. Thank you for all the sacrifices you make on behalf of our community. https://t.co/KAH7XjwLOT",Positive
38640,83592,"Paris, France",08-04-2020,Motilal Oswal - MOSL: Morning India (8/April/20): 1. Technology (Expect COVID-19 uncertainty to overshadow 4Q results); 2. Consumer (Commodity costs largely benign); 3. PNB Housing Finance (AUM declines sequentially): MOrning IndiaÂ https://t.co/3sdrbZlzJe #equity #stocks https://t.co/VMylgEdSrl,Extremely Negative
38642,83594,"Chicago, IL",08-04-2020,"More grocery store workers are getting COVID-19 and dying from it. Consider them very brave people, if not heroes, as they are on the front line of this pandemic. They deserve our utmost respect.
@Walmart @kroger @AholdDelhaize @HEB @GiantEagle",Extremely Positive
38643,83595,Retail your way!,08-04-2020,"@LEVIS CEO: ""It's really important that we continue to build our relationship with the consumer during this period of time of isolation."" #retail #standtogether 

https://t.co/2mcaRkOvm4",Negative
38645,83597,"Hawaii, USA",08-04-2020,Costco report should be a warning sign regarding consumer behavior post #COVID19 @jimcramer @KellyCNBC @CNBC #coronavirus #SocialDistancing,Negative
38647,83599,"Minneapolis, MN",08-04-2020,"As consumers experience more uncertainty during the #COVID-19 crisis, they look to consumer-health brands on how to react. It's important these brands consider these key insights when responding to their varying audience. #behaviorchange https://t.co/pD6PJp0tzs by @mckinsey",Extremely Negative
38648,83600,,08-04-2020,"#COVID19 #coronavirus I have a warehouse in LA to wholesale free wash hand sanitizer in a very low price, retailers or anyone in US can contact me ask for price and MOQ( at least 100cns)?all the relavant certifications are provided.",Extremely Positive
38649,83601,,08-04-2020,"I'm queuing to get into a supermarket right now and find myself genuinely thinking ""Would a horizontal @richardosman fit between me and the person in front?""

#SocialDistancing",Positive
38650,83602,,08-04-2020,"@montie Why? Do you disagree that surviving covid-19 has bugger all to do with being a tough cookie or a fighter? Do you disagree that poorer people are more liklely to contract the virus? You know; bus drivers, hospital porters, nurses themselves, superm",Extremely Negative
38651,83603,"Virginia, USA",08-04-2020,Important steps: Keep a distance and wash your hands when you get home https://t.co/gQOzsNlt5r via @WSJ #MustRead #Health #COVID-19,Positive
38652,83604,,08-04-2020,Seen a guy in supermarket today remove his Covid-19 protective plastic gloves with.... his teeth! ? Stupid beyond belief! ?,Negative
38653,83605,"Ontario, Canada",08-04-2020,I get it that there s a disruption in the food supply chain during pandemic but prices I saw at the grocery today were beyond outrageous When a loaf of major brand bread is up 1 muffins up 1 amp milk up 75 from a month ago someone should be arrested,Extremely Negative
38655,83607,,08-04-2020,"Cat's are not always fairly treated by mankind but to add them to Covid - 19 is not the best news and deserves immediate research as to how. Also if COVID-19 can contaminate cats, what about other species including live stock in the HUMAN chain of food? Questions need answers? https://t.co/Ypw9IklExv",Extremely Negative
38656,83608,Mendota Heights MN,08-04-2020,"Wonderful news.
Now let's see other billionaires do the same.

BBC News - Coronavirus: Twitter boss pledges $1bn for relief effort https://t.co/3dJOgfCTy4",Extremely Positive
38657,83609,space,08-04-2020,If the #coronavirus is new why were they making hand sanitizer years ago??Right. @realDonaldTrump,Positive
38658,83610,Ypsilanti/Ann Arbor/Detroit,08-04-2020,"I live in a country where I can wear this to the grocery store and not worry about how IÂll be perceived, because Covid-19, but my black friends have to worry? Enough. I canÂt even imagine, but IÂm gonna call this to your attention white people. Over and over again. https://t.co/7ryiUrVV6l",Extremely Positive
38659,83611,"New York, NY",08-04-2020,"Comprehensive article by my colleague @DomYanchunas who details the job losses in the metal consumer sector so far, as Covid-19 assails the US economy #metals #covid19 
https://t.co/sghmCiqbJ9",Negative
38660,83612,"Ann Arbor, MI",08-04-2020,Only after #COVID19 do #insulin prices go down! Lilly lowers most insulin costs to $35 a month in response to Covid-19 https://t.co/unH4H3NnQr via @statnews,Negative
38661,83613,"New York, NY",08-04-2020,"With erratic consumer behavior, merchants need to track, analyze and react fast in order to minimize false declines and protect their revenue.
https://t.co/uf9sMcyDNk
#coronavirus #onlineshopping #onlineretail #ecommerce #fraudprevention #revenuegrowth #consumerbehavior",Positive
38662,83614,"Pasadena, CA",08-04-2020,Disappointed that @GetSpectrum is raising prices right now. #covid19 #coronavirus #icantwork #icantgetpaid,Negative
38663,83615,"Pasadena, CA",08-04-2020,IÂm so stressed out I need to stock up on junk food so I can stress eat. May need some booze too. #covid19 #coronavirus #saferathome #stress #anxiety #mentalhealth #mentalillness #mentalhealthawareness #mentalillnessawareness,Extremely Negative
38664,83616,Chicago,08-04-2020,"Some grocery store workers who are keeping shelves stocked during the extended coronavirus crisis have some requests.

#Coronavirus #COVID19 #EssentialBusiness #SocialDistancing https://t.co/HznsOPyVr8",Extremely Negative
38666,83618,Fist Pump Capital of the World,08-04-2020,"When you're out of toilet paper and need to buy some but you wanna be safe from the rona virus. ?

#Wednesday #humpday #stressrelief #goodvibes #covid_19 #coronavirus #covid19 #mask #masks #n95 #ppe #tp #toiletpaper #funny #funnymemes #lol #stayhome #flattenthecurve #stayathome https://t.co/s73v9W0dXJ",Positive
